OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
43511,c328f53b-05b3-4d22-9509-283179816f61,40892850,05/04/1/3/1/0052,Nigeria,NGA,Bauchi,Dambam,0,Dambam B,0,Dambam Atbu Outreach Centre,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.67738,10.72086,NHFR_2024,2024-11-11,10.7208600000001,11.67738
43527,b39348fc-3de1-490e-a063-4a342632a5b7,25625144,01/05/1/2/1/0001,Nigeria,NGA,Abia,Ikwuano,0,Unknown,0,Fmc Comprehensive Health Center,NHFR_2024,Public,Unknown,Secondary,Unknown,5.40861,7.54626,NHFR_2024,2024-11-11,7.54626000000007,5.40861000000007
43529,4112976e-9b87-4d23-8804-7b69f9d13576,72186886,01/17/1/3/1/0001,Nigeria,NGA,Abia,Umunneochi,0,Unknown,0,University Teaching Hospital,NHFR_2024,Public,Unknown,Tertiary,Unknown,5.979125977,7.403686523,NHFR_2024,2024-11-11,7.40368652300003,5.97912597700002
43573,2722ddb4-ae5e-4478-8942-15f0dd1a13d3,61205184,14/13/1/2/2/0017,Nigeria,NGA,Enugu,Nsukka,0,Nkalagu-Obukpa,0,Obukpa (Unth Annex) Cottage Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.87721,7.40552,NHFR_2024,2024-11-11,7.40552000000002,6.87721000000005
43598,4567aa02-52b1-423f-8982-7ce52bb0ae06,46263316,23/06/1/3/1/0001,Nigeria,NGA,Kwara,Ilorin East,0,Unknown,0,Uith,NHFR_2024,Public,Unknown,Tertiary,Unknown,8.53804,4.64841,NHFR_2024,2024-11-11,4.64841000000007,8.53804000000002
43684,edcdc695-89ec-4714-881b-27b91c3b1a45,55935562,13/15/1/1/1/0019,Nigeria,NGA,Ekiti,Moba,0,Igogo 1,0,Ido Federal Teaching Hospital Outreach  Igogo Annex,NHFR_2024,Public,Federal Government,Primary,Primary Health Center,7.98847,5.17116,NHFR_2024,2024-11-11,5.17116000000004,7.98847000000006
43812,05c49115-489d-47e5-b2d8-696e3bd4cc1c,47192467,20/33/1/3/1/0042,Nigeria,NGA,Katsina,Sandamu,0,Karkarku,0,Nigerian Air Force Reference Daura Hospital,NHFR_2024,Public,Military & Paramilitary formations,Tertiary,Specialized Hospital,12.97874,8.34325,NHFR_2024,2024-11-11,8.34325000000007,12.9787400000001
43843,6be48563-40e5-4365-aa7c-825b2ae1cfbe,43428800,32/22/1/2/2/0002,Nigeria,NGA,Rivers,Port-Harcourt,0,Port-Hartcourt 20,0,Care Women Clinic,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,4.79823,7.00898,NHFR_2024,2024-11-11,7.00898000000007,4.79823000000005
43937,336c53b5-854f-4c2e-adf8-24df3d6a13fa,16579528,01/09/1/3/2/0001,Nigeria,NGA,Abia,Obi Ngwa,0,Abayi 2,0,Orienze Spec Hospital,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,5.13414,7.47655,NHFR_2024,2024-11-11,7.47655000000003,5.13414000000006
44035,e5c006fe-e524-4985-8ba3-1d19548cc3db,74977328,04/14/1/3/1/0003,Nigeria,NGA,Anambra,Dunukofia,0,Ukpo  1,0,Nnamdi Azikiwe University Teaching Hospital,NHFR_2024,Public,Federal Government,Secondary,Teaching/Tertiary Hospital,6.1976,6.970835,NHFR_2024,2024-11-11,6.97083500000002,6.19760000000002
44058,299e2a0e-38c8-469f-b68d-ce4f3b400c0d,20182397,04/08/1/3/1/0001,Nigeria,NGA,Anambra,Nnewi North,0,Uruagu 3,0,Nnamdi Azikiwe University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.0262166,6.9149673,NHFR_2024,2024-11-11,6.91496730000006,6.02621660000005
44446,ea088c02-43df-4319-98ae-1dd96f6a2315,39488263,04/01/1/3/1/0053,Nigeria,NGA,Anambra,Aguata,0,Ezinifite 2,0,Chukwuemeka Odumegwu Ojukwu Teaching Hospital,NHFR_2024,Public,State Government,Secondary,Teaching/Tertiary Hospital,5.97517,7.05673,NHFR_2024,2024-11-11,7.05673000000007,5.97517000000005
44695,7db714ee-778e-43d8-af24-d2406ab62a60,68551517,29/27/1/2/1/0026,Nigeria,NGA,Osun,Olorunda,0,Ilie,0,Lautech Teaching Ilie Hospital,NHFR_2024,Public,State Government,Secondary,Unknown,7.78539,4.5341,NHFR_2024,2024-11-11,4.53410000000002,7.78539000000006
44836,da8a8a58-c669-48be-9c9c-cdf3af555079,85881789,24/16/1/2/1/0003,Nigeria,NGA,Lagos,Mushin,0,Idi Araba,0,Lagos University Teaching Luth Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.51758,3.35392,NHFR_2024,2024-11-11,3.35392000000007,6.51758000000007
44898,0e4e0e11-0d8f-4629-9ea1-f16a9d62babf,43550889,26/03/1/3/1/0001,Nigeria,NGA,Niger,Bida,0,Bariki,0,Bida Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Unknown,9.07475,5.9983,NHFR_2024,2024-11-11,5.99830000000003,9.07475000000005
45141,ba50fe6a-c5f0-473f-b852-83b942602913,64661671,18/23/1/1/1/0047,Nigeria,NGA,Kaduna,Zaria,0,Kwarbai A,0,Institute Of Child Health Clinic,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.06708,7.71778,NHFR_2024,2024-11-11,7.71778000000006,11.06708
45199,9cb29972-8c83-453e-ae32-dc2e04c81919,26038380,32/15/1/3/2/0002,Nigeria,NGA,Rivers,Obio/Akpor,0,Obio/Akpor 6,0,Life Forte Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,4.81776,6.95413,NHFR_2024,2024-11-11,6.95413000000002,4.81776000000002
45295,d50e30ba-7de4-4622-89fe-175c4ae859b0,82434657,36/07/1/3/1/0002,Nigeria,NGA,Zamfara,Gusau,0,Tudun Wada (Makarfi),0,Yariman Bakura Hospital Specialist,NHFR_2024,Public,State Government,Tertiary,Specialized Hospital,12.1684,6.67659,NHFR_2024,2024-11-11,6.67659000000003,12.1684000000001
45312,a78f4e69-4654-4775-8e88-63864bc8d622,57874984,22/05/1/3/1/0001,Nigeria,NGA,Kogi,Dekina,0,Anyigba,0,Ko Kogi University Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,7.48633,7.16925,NHFR_2024,2024-11-11,7.16925000000003,7.48633000000007
45481,b41f81ad-f73f-4e83-9b11-e6212da992cb,74023022,14/04/1/3/2/0003,Nigeria,NGA,Enugu,Enugu North,0,New Haven East,0,Neuro Psychiatric Hospital,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,6.46018,7.52681,NHFR_2024,2024-11-11,7.52681000000007,6.46018000000004
45826,36d8c8c1-377e-4ddf-b6a6-c944c6127e83,53771433,01/09/1/3/1/0060,Nigeria,NGA,Abia,Obi Ngwa,0,Mgboko Amiri,0,Management Board Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,5.18492,7.387056,NHFR_2024,2024-11-11,7.38705600000003,5.18492000000003
45847,e2c7774a-93f8-496a-859d-8dda4c62fb2b,77950853,05/15/1/3/1/0077,Nigeria,NGA,Bauchi,Ningi,0,Ningi East,0,Vaseco Vaginal Fistula,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,11.01832,9.57576,NHFR_2024,2024-11-11,9.57576000000006,11.0183200000001
46000,3060ed4d-4ff2-4aad-be30-6469b23f3ac2,76658293,37/06/1/3/2/0358,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Garki,0,Queens Ltd Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,8.98945,7.42073,NHFR_2024,2024-11-11,7.42073000000005,8.98945000000003
46115,d2f6ed30-31dd-4da6-bd02-e8c7080dc16f,19751565,29/09/1/3/2/0001,Nigeria,NGA,Osun,Egbedore,0,Olorunsogo / Ofatedo / Okini,0,Onward Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,7.80858,4.53213,NHFR_2024,2024-11-11,4.53213000000005,7.80858000000006
46235,4b8a4cff-a3a3-4980-98f8-e5c77a56ffe9,72993957,15/06/1/2/1/0003,Nigeria,NGA,Gombe,Gombe,0,Bajoga,0,Gombe Federal Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,10.29744,11.14031,NHFR_2024,2024-11-11,11.1403100000001,10.2974400000001
46275,72c2a663-9370-4da4-8b0e-778e28c2e1be,21918085,24/11/1/2/2/0010,Nigeria,NGA,Lagos,Ikeja,0,Wasimi,0,Eko Corp (Ikeja) Hospital,NHFR_2024,Private,For Profit,Tertiary,Unknown,6.58744,3.35707,NHFR_2024,2024-11-11,3.35707000000002,6.58744000000007
46391,4e69b7d8-9a90-4866-8166-a424acb809f3,22306226,04/13/1/3/1/0002,Nigeria,NGA,Anambra,Njikoka,0,Nawfia 2,0,Psychiatric Nawfia Hospital,NHFR_2024,Public,State Government,Tertiary,Specialized Hospital,6.18629,7.02469,NHFR_2024,2024-11-11,7.02469000000002,6.18629000000004
46399,d5a3d02f-03c4-47c1-b9b0-325fb0b3c968,68484931,13/01/1/3/2/0042,Nigeria,NGA,Ekiti,Ado Ekiti,0,Ago Aduloju,0,Abuad Multi System Hospital,NHFR_2024,Private,For Profit,Tertiary,Unknown,7.611,5.2571,NHFR_2024,2024-11-11,5.25710000000004,7.61100000000005
46997,ed6da0ae-5376-4515-b97c-c6efee776035,72780909,32/15/1/3/2/0037,Nigeria,NGA,Rivers,Obio/Akpor,0,Obio/Akpor 2,0,Eye Care Consultants Hospital,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,4.87229,7.11794,NHFR_2024,2024-11-11,7.11794000000003,4.87229000000002
47152,511abd41-c82c-456f-9371-b367050c12e8,75895410,05/02/1/3/1/0002,Nigeria,NGA,Bauchi,Bauchi,0,Dan Iya,0,Bauchi Hospital Specialist,NHFR_2024,Public,State Government,Tertiary,Specialized Hospital,10.33416,9.84215,NHFR_2024,2024-11-11,9.84215000000006,10.3341600000001
47343,8cf0ff62-a177-464e-8485-af48f64743d7,13669740,16/09/1/2/1/0002,Nigeria,NGA,Imo,Isiala Mbano,0,Umuneke/Uguri,0,Teaching Anara Extension Hospital,NHFR_2024,Public,Unknown,Secondary,Unknown,5.70615,7.16841,NHFR_2024,2024-11-11,7.16841000000005,5.70615000000004
47400,23cd418f-f0bf-4a1f-a16f-11a66ca87dd5,22371150,18/09/1/3/2/0005,Nigeria,NGA,Kaduna,Kaduna North,0,Shaba,0,Jowako Hospital Specialist,NHFR_2024,Private,Unknown,Tertiary,Unknown,10.51428616,7.432599664,NHFR_2024,2024-11-11,7.43259966400007,10.51428616
47414,1e263268-5167-4790-933a-1466f244b264,26567371,18/09/1/3/2/0002,Nigeria,NGA,Kaduna,Kaduna North,0,Dadi Riba,0,Children Specialist Hospital,NHFR_2024,Private,Unknown,Tertiary,Unknown,10.50415,7.43222,NHFR_2024,2024-11-11,7.43222000000003,10.50415
47424,5d52dab3-5d19-4ff7-b416-21d91fafcc6a,16931527,18/09/1/3/1/0001,Nigeria,NGA,Kaduna,Kaduna North,0,Unguwar Rimi (Tfa),0,Barau Dikko Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,10.52624,7.44228,NHFR_2024,2024-11-11,7.44228000000004,10.52624
47428,d48ab991-1dd1-42e1-bc63-e38bec8f3c08,20318807,18/09/1/3/2/0001,Nigeria,NGA,Kaduna,Kaduna North,0,Unguwar Sarki,0,Belmont Hospital Specialist,NHFR_2024,Private,Unknown,Tertiary,Unknown,10.54799,7.4705,NHFR_2024,2024-11-11,7.47050000000007,10.54799
47438,86be7890-b501-4fa3-8bcf-8715a9f6540a,34612740,18/09/1/3/2/0011,Nigeria,NGA,Kaduna,Kaduna North,0,Tungan Kawo,0,Victory Hospital Specialist and Maternity,NHFR_2024,Private,Unknown,Tertiary,Unknown,10.58203006,7.45269291,NHFR_2024,2024-11-11,7.45269291000005,10.58203006
47442,1c159002-581b-4bca-9680-a536d04bbd0e,78469990,18/09/1/3/2/0006,Nigeria,NGA,Kaduna,Kaduna North,0,Unguwar Rimi (Tfa),0,Mends Hospital Specialist,NHFR_2024,Private,Unknown,Tertiary,Unknown,10.53524,7.47029,NHFR_2024,2024-11-11,7.47029000000003,10.53524
47443,db119a3f-5ec7-4e47-90f5-737c45303589,82024771,18/09/1/3/2/0010,Nigeria,NGA,Kaduna,Kaduna North,0,Unguwar Sarki,0,Vicas Hospital Specialist,NHFR_2024,Private,Unknown,Tertiary,Unknown,10.5464,7.44129,NHFR_2024,2024-11-11,7.44129000000004,10.5464000000001
47676,df204b3e-c111-4df1-acc1-9410f0f64f78,65059755,24/11/1/3/2/0097,Nigeria,NGA,Lagos,Ikeja,0,Gra,0,Duchees International Hospital,NHFR_2024,Private,For Profit,Tertiary,Unknown,6.628941,3.353465,NHFR_2024,2024-11-11,3.35346500000003,6.62894100000005
47685,7a69eaab-0805-466e-ba30-07721f7fa470,57888621,26/23/1/3/2/0022,Nigeria,NGA,Niger,Suleja,0,Hashimi B,0,Primak Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,9.1968,7.17973,NHFR_2024,2024-11-11,7.17973000000006,9.19680000000005
47797,7c732ccf-3a72-4f54-a94e-74bcc395b511,75080401,28/18/1/3/1/0001,Nigeria,NGA,Ondo,Owo,0,Ijebu 1,0,Federal Owo Medical Center,NHFR_2024,Public,Unknown,Tertiary,Unknown,7.216917,5.597778,NHFR_2024,2024-11-11,5.59777800000006,7.21691700000002
47990,df9e96bb-3bdc-4424-a2a4-7f3fa2d716f1,28388714,30/10/1/3/1/0001,Nigeria,NGA,Oyo,Ibadan North West,0,Olorisaoko 1,0,University Of Ibadan Clinic,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,7.38347,3.89119,NHFR_2024,2024-11-11,3.89119000000005,7.38347000000005
48168,449d6824-65fb-439e-bb4f-cf75f028fc04,19243289,16/25/1/1/1/0004,Nigeria,NGA,Imo,Isiala Mbano,0,Anara,0,Imo University Teaching Hospital,NHFR_2024,Public,Local Government,Primary,Primary Health Center,5.70606,7.1634,NHFR_2024,2024-11-11,7.16340000000002,5.70606000000004
48186,1ccbb746-2f73-47c9-a661-a32f9cea6d90,66276482,19/09/1/1/1/0023,Nigeria,NGA,Kano,Dawakin Kudu,0,Tamburawa,0,Yusuf Maitama Sule Teaching Hospital,NHFR_2024,Public,State Government,Secondary,Unknown,11.86144,8.54236,NHFR_2024,2024-11-11,8.54236000000003,11.8614400000001
48333,9931a75a-77c5-46f5-b155-171483040a26,69757788,11/11/1/3/1/0045,Nigeria,NGA,Ebonyi,Ohaozara,0,Umunaga,0,David Umahi Federal University Teaching Uburu Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.03116,7.71889,NHFR_2024,2024-11-11,7.71889000000004,6.03116000000006
48540,09f807ca-7d29-4e1a-860d-8bdd8d3612e9,58970726,24/08/1/3/2/0084,Nigeria,NGA,Lagos,Eti-Osa,0,V/Island 2,0,Renaissance Medical Center,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,6.43219,3.41151,NHFR_2024,2024-11-11,3.41151000000002,6.43219000000005
48834,f7da8d7d-c177-4182-8b5a-c1f922fd432b,74667613,06/08/1/3/2/0057,Nigeria,NGA,Bayelsa,Yenagoa,0,Epie 2 5,0,Family Care Clinic and Services,NHFR_2024,Private,For Profit,Tertiary,Unknown,4.9252,6.3383,NHFR_2024,2024-11-11,6.33830000000006,4.92520000000007
48943,cb700543-56d6-4625-badc-338deaa72fa5,55769978,09/09/1/3/1/0001,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 8,0,National Blood Transfusion Service Calabar Centre,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,4.95038,8.31624,NHFR_2024,2024-11-11,8.31624000000005,4.95038000000005
48970,42d16e18-07d9-49d3-b75b-736504ed5c20,13349540,37/06/1/3/2/0003,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Jiwa,0,Nizamiya Hospital,NHFR_2024,Private,Unknown,Tertiary,Unknown,9.059194,7.390654,NHFR_2024,2024-11-11,7.39065400000004,9.05919400000005
49470,6b39c377-e3ea-4dec-99b5-05fbded7bb86,29383221,30/03/1/3/2/0066,Nigeria,NGA,Oyo,Atiba,0,Asipa 1,0,Living Spring Maternity Clinic,NHFR_2024,Private,For Profit,Tertiary,Unknown,7.86639,3.92895,NHFR_2024,2024-11-11,3.92895000000004,7.86639000000002
49488,744f0fa4-b66d-4769-8780-19841bd0a91b,71138843,04/06/1/3/2/0071,Nigeria,NGA,Anambra,Awka South,0,Awka 6,0,Restoration Hospital Specialist,NHFR_2024,Private,For Profit,Secondary,Specialized Hospital,6.23555,7.112007,NHFR_2024,2024-11-11,7.11200700000006,6.23555000000005
49631,e643a858-e43d-4588-b435-9de408d37ad1,73607634,30/31/1/2/2/0003,Nigeria,NGA,Oyo,Saki East,0,Isale Ola,0,Uch Annex Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,8.629013,3.652013,NHFR_2024,2024-11-11,3.65201300000007,8.62901300000004
49642,8678919a-f50b-415c-b5ef-a070095ca7fa,13125197,14/04/1/3/2/0001,Nigeria,NGA,Enugu,Enugu North,0,Gra West,0,Esut Teaching Parklane Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,6.46048,7.49365,NHFR_2024,2024-11-11,7.49365000000006,6.46048000000008
49832,4e48395c-d895-4357-b35d-d2d34454861b,61311776,22/12/1/3/2/0052,Nigeria,NGA,Kogi,Lokoja,0,Lokoja A,0,Josalu Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,7.81173,6.73005,NHFR_2024,2024-11-11,6.73005000000006,7.81173000000007
49929,246b7bd3-ca73-4e43-8dc8-9be41f31eb52,30905997,22/12/1/3/1/0001,Nigeria,NGA,Kogi,Lokoja,0,Lokoja A,0,Federal University Clinic,NHFR_2024,Public,Federal Government,Tertiary,Unknown,7.78926,6.73022,NHFR_2024,2024-11-11,6.73022000000003,7.78926000000007
50187,b9886acd-7404-479e-bbd8-0d79c97c986b,80301487,33/21/1/3/1/0001,Nigeria,NGA,Sokoto,Wamako,0,Wamakko,0,Orthopaedic Hospital,NHFR_2024,Public,State Government,Secondary,Specialized Hospital,13.03342,5.11589,NHFR_2024,2024-11-11,5.11589000000004,13.03342
50649,4fd99f41-1a7e-4a6f-938f-26f0b77b8267,16844849,18/03/1/3/1/0003,Nigeria,NGA,Kaduna,Giwa,0,Shika,0,Human Napri Shika Clinic,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,11.20345,7.5613,NHFR_2024,2024-11-11,7.56130000000007,11.20345
50669,69c383d7-dfc7-46f2-aa6b-2b872427e2fe,44024882,19/25/1/3/2/0002,Nigeria,NGA,Kano,Kumbotso,0,Na'Ibawa,0,Decent Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,11.92802,8.54934,NHFR_2024,2024-11-11,8.54934000000003,11.9280200000001
50927,8aa6cc60-638b-4562-8b1f-7a38e136c80e,61700858,29/30/1/2/1/0001,Nigeria,NGA,Osun,Osogbo,0,Ataoja C,0,State Specialist Asubiaro Hospital,NHFR_2024,Public,State Government,Tertiary,Specialized Hospital,7.76958,4.54999,NHFR_2024,2024-11-11,4.54999000000004,7.76958000000008
